Category,SubCategory,Brand,Start_Week,Year,Sales,Unit_lift,Revenue,Rev_lift
Hair,Hair Shampoo,L'oreal,14-02-2017,2017,33924,-123,1009600,822
Mens,Face Masks,MONTAGNE JEUNESSE,9/5/2017,2017,161,-509,1008500,-182
Mens,Hair Shampoo,GRIZZLY BEARD,14-02-2017,2017,1060,-295,1008400,-5217
Toiletries,Hand Wash,Garnier,18-04-2017,2017,1322,820,1009400,1029
Accessories,False Nails,ELEGANT TOUCH,17-10-2017,2017,6009,1765,1010700,2263
Hair,Hair Shampoo,Dove,12/7/2016,2016,32154,-1421,1009900,-631
Hair,Hair Conditioner,Neutrogena,2/5/2017,2017,18352,137,1010000,-2860
Hair,Hair Colours,Aveda,7/2/2017,2017,35335,-2171,1012200,-2302
Accessories,Toiletry & Cos Bags,TED BAKER,10/10/2017,2017,2544,1834,1009800,-1164
Accessories,Cosmetic Applicators,REAL TECHNIQUES,29-03-2016,2016,27159,-2516,1012000,-8753
Accessories,False Eyelashes,ARDELL,2/5/2017,2017,7846,-2,1012900,532
Hair,Hair Styling,Pantene,7/2/2017,2017,1562,1002,1012900,43
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,13-06-2017,2017,6002,1368,1013800,-6691
Accessories,Grooming Tools,CHAMPNEYS,12/7/2016,2016,4338,2522,1011800,2575
Accessories,Nail Enamels,SENSATIONAIL,16-08-2016,2016,2306,-325,1013700,-2148
Hair,Hair Shampoo,Aveda,19-07-2016,2016,33808,-309,1014100,-854
Mens,Hair Styling,VO5,19-07-2016,2016,35333,-389,1012200,-543
Hair,Hair Styling,Pantene,23-05-2017,2017,21478,4392,1014400,1085
Hair,Hair Shampoo,Aveda,18-10-2016,2016,56360,-888,1012500,-2153
Mens,Hair Styling,FISH,6/9/2016,2016,9602,-499,1014900,-306
Mens,Hair Styling,SCHWARZKOPF,20-06-2017,2017,5120,-115,1012800,-1529
Mens,Hair Colours,JUST FOR MEN,1/2/2016,2016,9630,1313,1015100,1279
Accessories,Grooming Tools,ELEGANT TOUCH,8/2/2016,2016,1166,180,1012700,-1364
Hair,Hair Shampoo,Crest,1/3/2016,2016,10126,-531,1014900,-2997
Mens,Anti-Perspirants,RIGHT GUARD,1/11/2016,2016,11503,354,1012900,-1254
Toiletries,Facial Tissues,L'oreal,21-06-2016,2016,36255,329,1015600,808
Toiletries,Hand Wash,L'oreal,5/7/2016,2016,1556,177,1014200,2386
Accessories,False Eyelashes,ARDELL,1/8/2017,2017,7341,1007,1015800,1751
Mens,After Shaves,TABAC,26-04-2016,2016,204,-644,1014200,-469
Toiletries,Body Moisturisers,Garnier,9/5/2017,2017,157,943,1015700,973
Toiletries,Shower Gels,Olay,5/7/2016,2016,29773,1803,1014700,651
Mens,Anti-Perspirants,NIVEA,1/11/2016,2016,33778,-118,1014500,-970
Hair,Hair Conditioner,Pantene,26-04-2016,2016,16753,667,1016800,233
Accessories,Electro W/Mnagement,SALTER,31-05-2016,2016,216,-378,1014900,1709
Toiletries,Toilet Tissues,L'oreal,1/11/2016,2016,7607,-588,1016900,827
Hair,Hair Shampoo,Olay,3/10/2017,2017,11397,-755,1014900,-478
Hair,Hair Conditioner,Crest,17-05-2016,2016,2540,520,1017200,-1687
Mens,Razors & Blades,WILKINSON SWORD,21-02-2017,2017,11277,-7665,1016900,-10136
Mens,Anti-Perspirants,MITCHUM,27-06-2017,2017,9834,-600,1014900,-101
Hair,Hair Conditioner,Neutrogena,17-05-2016,2016,21474,3007,1015500,368
Mens,Facial Moisturisers,L'OREAL,18-07-2017,2017,9209,2692,1017300,4703
Mens,Hair Colours,JUST FOR MEN,17-05-2016,2016,9419,89,1017600,3617
Toiletries,Hand Wash,Neutrogena,12/9/2017,2017,19314,1009,1016400,3576
Toiletries,Body Sprays,Garnier,5/9/2017,2017,31641,302,1018500,-1186
Hair,Hair Styling,L'oreal,15-03-2016,2016,18314,543,1018000,-903
Accessories,False Nails,KISS,15-11-2016,2016,6116,1140,1018900,1473
Toiletries,Shower Gels,Olay,15-03-2016,2016,22166,1470,1017100,2113
Toiletries,Hand Wash,Neutrogena,1/2/2016,2016,4352,2713,1017300,1670
Mens,After Shaves,TABAC,11/1/2016,2016,156,-625,1017100,303
Accessories,Nail Care Access.,ELEGANT TOUCH,17-01-2017,2017,2090,-679,1017600,-6055
Hair,Hair Styling,L'oreal,25-04-2017,2017,6198,541,1020000,704
Toiletries,Anti-Perspirants,Shiseido,11/10/2016,2016,9742,-183,1018500,1955
Accessories,Nail Enamels,SALLY HANSEN,9/5/2017,2017,219,588,1020700,1352
Accessories,False Nails,KISS,13-12-2016,2016,9332,-68,1020600,-7532
Hair,Hair Shampoo,Neutrogena,4/10/2016,2016,55820,-1818,1020800,-10263
Toiletries,Body Moisturisers,Pantene,6/9/2016,2016,158,213,1019800,2037
Accessories,Hair Tools & Accs,SCUNCI,23-05-2017,2017,23892,-1054,1022200,-1162
Accessories,False Eyelashes,EYLURE,14-02-2017,2017,42280,8866,1020500,6309
Hair,Hair Shampoo,Crest,21-02-2017,2017,4721,716,1021300,707
Hair,Hair Shampoo,L'oreal,22-11-2016,2016,5889,169,1021500,-1952
Mens,Hair Conditioner,JONNY'S CHOP SHOP,5/7/2016,2016,158,721,1022900,-336
Hair,Hair Styling,Olay,1/11/2016,2016,18885,1395,1022000,2327
Mens,Facial Moisturisers,BULLDOG,5/4/2016,2016,6148,635,1023500,3
Hair,Hair Conditioner,Nivea,12/9/2017,2017,6103,-388,1022300,1007
Accessories,Hair Combs/Brushes,BABYLISS,16-11-2015,2015,4094,1389,1022600,-652
Accessories,False Nails,ELEGANT TOUCH,9/8/2016,2016,11529,-882,1022400,-1618
Toiletries,Talcum Powders,Shiseido,24-05-2016,2016,2542,-898,1024800,-648
Hair,Hair Styling,Olay,7/3/2017,2017,6199,-429,1023300,238
Toiletries,Anti-Perspirants,Clairol,6/12/2016,2016,6332,120,1023500,917
Hair,Hair Shampoo,Shiseido,22-03-2016,2016,32125,2312,1024700,2030
Mens,Hair Styling,PERCY NOBLEMAN,7/12/2015,2015,917,-85,1023200,1941
Hair,Hair Styling,Neutrogena,24-05-2016,2016,21459,-2446,1025300,-3047
Mens,Hair Styling,VO5,15-03-2016,2016,33794,-273,1023000,-611
Hair,Hair Shampoo,Clairol,17-10-2017,2017,5121,2141,1023400,-684
Hair,Hair Shampoo,TRESEMME,14-03-2017,2017,9634,308,1025600,3173
Hair,Hair Colours,Shiseido,4/4/2017,2017,4869,2101,1024100,1015
Hair,Hair Conditioner,Olay,26-07-2016,2016,16628,-363,1024500,2007
Accessories,Hair Tools & Accs,INVISIBOBBLE,21-12-2015,2015,4558,3199,1026500,6514
Mens,Shower Gels,TED BAKER,1/2/2016,2016,2302,719,1026700,-3841
Toiletries,Hand Wash,Pantene,4/4/2017,2017,3807,2720,1025200,4851
Hair,Hair Colours,Neutrogena,2/11/2015,2015,6331,296,1027300,1694
Mens,Shower Gels,LYNX,13-12-2016,2016,35516,-597,1025200,-1491
Hair,Hair Styling,Aveda,28-02-2017,2017,32280,-1056,1027500,-1791
Toiletries,Body Moisturisers,Aveda,2/5/2017,2017,152,631,1027900,-32
Mens,Hair Styling,SCHWARZKOPF,18-01-2016,2016,6116,773,1025900,157
Mens,Shower Gels,LYNX,31-05-2016,2016,31645,487,1028000,-995
Hair,Hair Styling,Neutrogena,22-11-2016,2016,42521,7634,1026200,6306
Toiletries,Soaps,Clairol,30-08-2016,2016,2066,319,1027800,-93
Accessories,Nail Enamels,SALLY HANSEN,16-05-2017,2017,208,528,1028600,-1285
Mens,Facial Cleansers,DOVE,26-09-2017,2017,2558,404,1026700,-1126
Accessories,False Nails,NAILENE,22-08-2017,2017,7861,1375,1028800,884
Accessories,Hair Tools & Accs,SCUNCI,21-02-2017,2017,18424,2065,1027700,74
Toiletries,Facial Tissues,Clairol,10/1/2017,2017,19288,88,1029700,2238
Accessories,Cosmetic Applicators,ECO TOOLS,5/9/2017,2017,4335,4064,1028000,3602
Toiletries,Body Sprays,Clairol,30-05-2017,2017,47768,61,1030100,-2214
Accessories,Wash Accessories,BOTANICS,7/12/2015,2015,9727,-129,1028000,1925
Hair,Hair Styling,L'oreal,7/12/2015,2015,18357,-1010,1030100,-2988
Hair,Hair Shampoo,Pantene,25-04-2017,2017,9418,-873,1030100,-2280
Toiletries,Body Moisturisers,Aveda,11/10/2016,2016,199,672,1029000,-550
Mens,Facial Cleansers,DOVE,15-08-2017,2017,2558,-938,1028900,-1226
Mens,Shower Gels,TED BAKER,2/5/2017,2017,2545,245,1030600,-246
Toiletries,Body Sprays,Matrix,31-01-2017,2017,7858,1299,1029100,963
Toiletries,Hand Wash,Nivea,15-08-2017,2017,21072,-450,1030300,-2384
Hair,Hair Conditioner,Shiseido,1/8/2017,2017,29694,-39,1028600,-855
Accessories,False Nails,KISS,8/11/2016,2016,6124,-509,1030800,2121
Hair,Hair Conditioner,Olay,18-04-2017,2017,10163,801,1029500,3
Accessories,Nail Care Products,SALLY HANSEN,20-12-2016,2016,19476,1349,1031500,4915
Hair,Hair Conditioner,Pantene,3/1/2017,2017,4614,868,1029000,-2043
Mens,Hair Conditioner,MR,7/12/2015,2015,94,-687,1031400,-551
Mens,Facial Cleansers,BULLDOG,28-02-2017,2017,2553,-1012,1030000,-895
Toiletries,Hand Wash,Neutrogena,1/11/2016,2016,6875,2923,1031800,759
Hair,Hair Styling,Nivea,7/3/2017,2017,9685,1001,1029500,1523
Accessories,False Eyelashes,RAPID LASH,21-03-2017,2017,1064,-1136,1031500,-3758
Hair,Hair Shampoo,Neutrogena,17-05-2016,2016,12384,713,1029400,-2332
Toiletries,Anti-Perspirants,Dove,22-08-2017,2017,43533,-2362,1031400,-1304
Toiletries,Talcum Powders,Neutrogena,28-06-2016,2016,2113,-564,1032000,-104
Toiletries,Anti-Perspirants,Crest,1/11/2016,2016,7614,-571,1030000,1298
Toiletries,Body Moisturisers,Crest,7/3/2017,2017,212,774,1032600,948
Mens,Facial Scrubs,NIVEA,3/10/2017,2017,912,31,1031600,2015
Mens,Hair Styling,STUDIO LINE,9/11/2015,2015,5131,-153,1033100,-2065
Hair,Hair Conditioner,Garnier,5/9/2017,2017,56027,3710,1702500,1855
Accessories,False Nails,NAILENE,14-02-2017,2017,6183,551,1033400,1282
Mens,Body Sprays,FCUK,26-04-2016,2016,7201,-372,1031600,-2744
Hair,Hair Conditioner,Matrix,9/11/2015,2015,5132,683,1032000,-3239
Toiletries,Tampons,Pantene,28-03-2017,2017,18377,474,1034000,-2183
Toiletries,Hand Wash,Nivea,24-01-2017,2017,6171,-444,1034500,289
Mens,Shower Gels,FCUK,13-12-2016,2016,7198,1410,1032500,-1216
Accessories,Toiletry & Cos Bags,TED BAKER,2/8/2016,2016,4093,1718,1032800,-706
Accessories,False Nails,KISS,23-05-2017,2017,10102,46,1034600,1235
Accessories,Nail Care Products,SENSATIONAIL,17-01-2017,2017,4615,894,1035300,-1492
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,19-09-2017,2017,5966,277,1035200,-2492
Mens,Facial Cleansers,DOVE,18-04-2017,2017,2071,1496,1033400,777
Toiletries,Soaps,L'oreal,4/4/2017,2017,971,503,1035700,-1161
Toiletries,Shower Gels,Shiseido,19-07-2016,2016,18094,900,1036200,-1450
Accessories,Beauty Foot Care Acc,TWEEZERMAN,7/12/2015,2015,921,327,1034600,-892
Hair,Hair Shampoo,Aveda,18-04-2017,2017,4353,977,1036200,697
Toiletries,Toilet Tissues,Garnier,18-10-2016,2016,4724,724,1036500,268
Mens,Anti-Perspirants,GILLETTE,3/5/2016,2016,4722,866,1035100,408
Hair,Hair Shampoo,Garnier,5/9/2017,2017,29489,-1311,1800300,-1614
Mens,Anti-Perspirants,LYNX,28-12-2015,2015,9068,-1521,1037900,-2063
Accessories,Nail Care Products,SALLY HANSEN,15-03-2016,2016,18294,1263,1035800,1568
Hair,Hair Conditioner,Shiseido,5/9/2017,2017,11452,479,1038300,-725
Accessories,Grooming Tools,TWEEZERMAN,10/1/2017,2017,5159,-635,1036400,-4057
Toiletries,Body Sprays,Aveda,25-04-2017,2017,10280,573,1036700,-842
Accessories,False Nails,ELEGANT TOUCH,7/3/2017,2017,9694,1055,1036900,2506
Accessories,Toiletry & Cos Bags,TED BAKER,22-11-2016,2016,10130,1203,1038300,1389
Accessories,Jewellery,ACCESSORY CROSSING,9/5/2017,2017,19237,-442,1036700,528
Mens,Shower Gels,LYNX,6/6/2017,2017,27135,-876,1037000,-3938
Toiletries,Hand Wash,Garnier,27-09-2016,2016,9654,-158,1039600,2148
Hair,Hair Conditioner,Olay,21-03-2017,2017,5112,787,1039300,-2260
Accessories,Hair Tools & Accs,SCUNCI,18-10-2016,2016,22013,787,1038300,168
Accessories,False Eyelashes,WUNDERBROW,27-12-2016,2016,1162,68,1038700,-1590
Accessories,Hair Decorations,SCUNCI,12/4/2016,2016,7229,1,1040400,-2000
Mens,After Shaves,TABAC,5/7/2016,2016,203,-721,1039100,-92
Hair,Hair Shampoo,Garnier,5/9/2017,2017,7626,150,2260000,-1812
Toiletries,Body Moisturisers,Pantene,29-11-2016,2016,3967,-391,1041100,1228
Mens,Shower Gels,L'OREAL,22-08-2017,2017,19362,1077,1039700,4891
Toiletries,Soaps,Neutrogena,3/10/2017,2017,1173,-927,1040900,-1927
Mens,Facial Moisturisers,BULLDOG,22-08-2017,2017,10056,-83,1040900,933
Accessories,Hair Tools & Accs,INVISIBOBBLE,18-10-2016,2016,2077,-1151,1041400,-954
Toiletries,Sanitary Towels,Neutrogena,8/11/2016,2016,29778,1909,1043100,930
Hair,Hair Conditioner,Dove,15-02-2016,2016,5146,710,1041300,-2378
Hair,Hair Styling,Dove,3/10/2017,2017,16865,-930,1041600,-4212
Accessories,Jewellery,ACCESSORY CROSSING,25-07-2017,2017,29738,880,1044000,1657
Accessories,Bathroom Products,ESSENTIALS,2/5/2017,2017,4350,1505,1044300,2144
Hair,Hair Conditioner,Shiseido,1/2/2016,2016,2313,784,1042600,-2958
Mens,Shower Gels,NIVEA,23-05-2017,2017,16727,-1079,1043900,-1415
Hair,Hair Shampoo,Matrix,13-06-2017,2017,11452,361,1042500,-310
Hair,Hair Styling,Aveda,30-11-2015,2015,11526,383,1044700,-230
Accessories,Hair Tools & Accs,SCUNCI,17-10-2017,2017,20953,-1007,1043000,-3862
Toiletries,Shower Gels,L'oreal,7/3/2017,2017,23436,-1291,1044700,-5141
Hair,Hair Styling,Nivea,18-04-2017,2017,11451,702,1043200,-245
Accessories,Hair Combs/Brushes,KENT,5/7/2016,2016,6277,1265,1045300,537
Hair,Hair Conditioner,Olay,15-02-2016,2016,18382,-765,1045200,-1694
Hair,Hair Shampoo,Nivea,9/5/2017,2017,9600,267,1046100,3699
Hair,Hair Conditioner,Clairol,31-05-2016,2016,60,-218,1044400,1230
Hair,Hair Shampoo,Neutrogena,22-08-2017,2017,5998,1853,1046300,-3865
Hair,Hair Conditioner,Pantene,28-12-2015,2015,1540,-273,1045000,2287
Mens,Hair Conditioner,JONNY'S CHOP SHOP,24-05-2016,2016,163,-563,1045700,52
Hair,Hair Conditioner,Crest,11/10/2016,2016,2570,-535,1047700,738
Hair,Hair Conditioner,Crest,28-02-2017,2017,2555,-727,1046000,-497
Toiletries,Anti-Perspirants,Matrix,21-12-2015,2015,43924,3394,1047300,2792
Hair,Hair Styling,Aveda,17-10-2017,2017,18238,-604,1046100,516
Hair,Hair Conditioner,Dove,19-09-2017,2017,52623,-1286,1047800,-1140
Mens,After Shaves,TABAC,21-03-2017,2017,209,594,1045800,-1652
Accessories,Hair Decorations,SCUNCI,1/8/2017,2017,9908,479,1048000,2672
Hair,Hair Shampoo,Crest,6/12/2016,2016,16732,-523,1046500,612
Toiletries,Anti-Perspirants,Olay,1/3/2016,2016,9720,1680,1046100,712
Toiletries,Shower Gels,Olay,24-05-2016,2016,55830,-459,1048400,-10194
Toiletries,Toilet Tissues,Pantene,20-12-2016,2016,11531,-725,1046600,-1187
Hair,Hair Styling,Pantene,25-04-2017,2017,9621,1360,1049000,1342
Toiletries,Facial Tissues,Pantene,15-08-2017,2017,39953,4028,1048500,2541
Toiletries,Shower Gels,Olay,19-07-2016,2016,32085,-418,1047400,479
Hair,Hair Styling,Pantene,11/1/2016,2016,10067,957,1049400,366
Toiletries,Hand Wash,Pantene,5/9/2017,2017,19359,351,1049400,4621
Mens,Facial Cleansers,L'OREAL,1/3/2016,2016,4730,870,1047900,1134
Mens,Anti-Perspirants,SURE,12/9/2017,2017,59940,-3596,1049000,-8228
Mens,Shower Gels,LYNX,30-08-2016,2016,32096,704,1047400,-122
Toiletries,Anti-Perspirants,Garnier,1/8/2017,2017,2298,-380,1050000,167
Toiletries,Body Moisturisers,Garnier,1/11/2016,2016,202,-603,1050000,-681
Hair,Hair Styling,Garnier,5/9/2017,2017,13481,2039,10882700,19166
Hair,Hair Shampoo,TRESEMME,22-11-2016,2016,21698,2875,1048900,2549
Hair,Hair Styling,Pantene,18-10-2016,2016,52537,-1345,1050300,-1701
Hair,Hair Conditioner,Olay,13-09-2016,2016,21286,465,1048500,-2739
Accessories,Hair Combs/Brushes,MARK HILL,21-12-2015,2015,5481,-379,1049500,-4361
Toiletries,Hand Wash,Clairol,5/7/2016,2016,10949,-703,1050500,-317
Mens,Hair Styling,SCHWARZKOPF,21-02-2017,2017,4114,1187,1049300,-1467
Accessories,False Nails,KISS,4/4/2017,2017,9419,1761,1050800,4778
Toiletries,Soaps,Pantene,28-02-2017,2017,6144,664,1049700,1719
Accessories,False Eyelashes,KISS,6/6/2017,2017,4119,-712,1050800,-4657
Mens,Anti-Perspirants,MITCHUM,13-09-2016,2016,6307,11,1051700,213
Toiletries,Hand Wash,Matrix,19-09-2017,2017,18311,-606,1049700,-1441
Toiletries,Anti-Perspirants,Dove,17-10-2017,2017,6882,3389,1052400,1667
Accessories,Grooming Tools,CHAMPNEYS,27-09-2016,2016,4602,1542,1052300,1180
Accessories,Nail Enamel Removers,ELEGANT TOUCH,21-06-2016,2016,941,569,1052400,7008
Mens,Anti-Perspirants,L'OREAL,11/7/2017,2017,36286,4047,1050900,4888
Hair,Hair Conditioner,Olay,25-04-2017,2017,2106,-726,1051100,-1394
Hair,Hair Conditioner,L'oreal,12/7/2016,2016,29558,-5258,1053800,-4727
Hair,Hair Conditioner,L'oreal,18-01-2016,2016,7166,1418,1051700,-227
Toiletries,Soaps,Pantene,28-06-2016,2016,6123,-345,1053600,1406
Hair,Hair Styling,Clairol,27-06-2017,2017,40189,1351,1052300,370
Hair,Hair Styling,Dove,29-08-2017,2017,1053,783,1052200,-142
Hair,Hair Conditioner,Dove,10/5/2016,2016,2568,-993,1054500,-1204
Accessories,Cosmetic Applicators,ECOTOOLS,30-08-2016,2016,4152,-1120,1054200,-1768
Hair,Hair Colours,Shiseido,9/11/2015,2015,6153,-702,1054300,-389
Accessories,Hair Combs/Brushes,TANGLE TEEZER,28-06-2016,2016,9600,203,1053700,3283
Toiletries,Anti-Perspirants,Matrix,8/11/2016,2016,10080,-545,1055000,-1734
Mens,Facial Moisturisers,L'OREAL,2/8/2016,2016,19376,935,1055600,2254
Accessories,Hair Decorations,SCUNCI,8/2/2016,2016,6883,2090,1055500,1293
Mens,Hair Conditioner,MR,8/2/2016,2016,151,-488,1054600,322
Mens,Body Sprays,FCUK,8/11/2016,2016,6329,420,1054800,1352
Mens,Hair Styling,SHOCKWAVES,7/12/2015,2015,6166,-298,1055800,1355
Hair,Hair Styling,Matrix,19-04-2016,2016,16861,-611,1057100,1
Toiletries,Sanitary Towels,Crest,4/10/2016,2016,31712,-713,1055400,-899
Hair,Hair Styling,Garnier,5/9/2017,2017,7713,-3504,15753700,-20615
Accessories,Hair Combs/Brushes,TANGLE TEEZER,15-08-2017,2017,11443,-564,1056300,-1006
Toiletries,Soaps,Garnier,2/5/2017,2017,1543,-1492,1056000,-6641
Mens,Shower Gels,DOVE,14-06-2016,2016,6010,834,1057600,315
Mens,Anti-Perspirants,DOVE,3/5/2016,2016,22183,786,1058400,-3728
Hair,Hair Shampoo,TRESEMME,5/9/2017,2017,4151,-70,1056900,-2137
Mens,Facial Cleansers,BULLDOG,9/8/2016,2016,2078,2971,1059000,761
Accessories,Hair Combs/Brushes,MARK HILL,27-12-2016,2016,1299,-367,1057000,2458
Mens,Hair Conditioner,MR,28-02-2017,2017,70,978,1059000,720
Mens,Face Masks,MONTAGNE JEUNESSE,11/7/2017,2017,209,-465,1057600,232
Accessories,Hair Combs/Brushes,BABYLISS,31-05-2016,2016,5123,1351,1059800,-26
Hair,Hair Colours,Neutrogena,18-07-2017,2017,29726,-691,1059700,-1381
Toiletries,Facial Tissues,Neutrogena,15-02-2016,2016,139960,-3660,1058100,-8061
Hair,Hair Shampoo,Garnier,6/6/2017,2017,11503,2793,1575900,3589
Hair,Hair Colours,Clairol,19-04-2016,2016,10057,1289,1061500,496
Toiletries,Soaps,Matrix,21-12-2015,2015,2075,37,1061400,-1112
Hair,Hair Shampoo,Crest,30-05-2017,2017,11531,-677,1061900,-307
Accessories,Hair Combs/Brushes,DENMAN,16-11-2015,2015,16855,565,1061600,-337
Hair,Hair Shampoo,Nivea,30-05-2017,2017,10479,886,1060100,563
Toiletries,Facial Tissues,Neutrogena,11/10/2016,2016,146810,1769,1060400,-675
Hair,Hair Colours,Nivea,31-05-2016,2016,10192,-186,1062400,1973
Hair,Hair Conditioner,L'oreal,8/2/2016,2016,6895,480,1060400,-2127
Hair,Hair Colours,Crest,10/1/2017,2017,18377,2128,1062300,202
Accessories,Grooming Tools,ELEGANT TOUCH,31-01-2017,2017,1165,-1115,1061300,-1131
Accessories,Hair Tools & Accs,INVISIBOBBLE,18-01-2016,2016,2563,-692,1061200,-1065
Accessories,Jewellery,ACCESSORY CROSSING,18-04-2017,2017,16731,673,1063400,68
Mens,Shower Gels,FCUK,23-11-2015,2015,9074,385,1064100,-768
Toiletries,Shower Gels,Aveda,8/3/2016,2016,27162,-669,1062400,-3807
Hair,Hair Shampoo,Crest,20-12-2016,2016,16749,-157,1062100,957
Toiletries,Shower Gels,Pantene,27-06-2017,2017,18287,368,1062400,2365
Toiletries,Body Sprays,Aveda,9/8/2016,2016,11442,-616,1064600,765
Hair,Hair Conditioner,Dove,22-03-2016,2016,41942,9237,1062600,6579
Toiletries,Anti-Perspirants,Crest,29-03-2016,2016,18362,969,1064300,-536
Mens,Facial Moisturisers,NIVEA,1/11/2016,2016,7206,981,1063300,1812
Mens,Hair Colours,JUST FOR MEN,24-05-2016,2016,9412,1879,1065100,4287
Accessories,False Eyelashes,RAPID LASH,20-06-2017,2017,928,1891,1063600,4189
Toiletries,Hand Wash,Pantene,8/2/2016,2016,17639,165,1063600,-544
Hair,Hair Conditioner,Aveda,9/5/2017,2017,19314,1266,1065400,4050
Accessories,False Nails,NAILENE,7/2/2017,2017,6111,1118,1063900,1253
Mens,Anti-Perspirants,DOVE,23-05-2017,2017,21451,-1722,1064100,-3082
Mens,After Shaves,TABAC,15-02-2016,2016,159,723,1066200,884
Hair,Hair Shampoo,Matrix,15-11-2016,2016,11400,-113,1066000,573
Accessories,False Nails,NAILENE,28-06-2016,2016,9400,692,1068900,-1556
Accessories,Hair Tools & Accs,INVISIBOBBLE,3/5/2016,2016,2555,-58,1068200,1627
Mens,Shower Gels,DOVE,24-05-2016,2016,10070,1194,1067200,1316
Mens,Facial Scrubs,NIVEA,20-09-2016,2016,976,477,1066600,-1079
Toiletries,Shower Gels,Crest,4/1/2016,2016,35802,7098,1067400,4783
Hair,Hair Shampoo,L'oreal,12/4/2016,2016,18978,1186,1068600,1555
Mens,Shower Gels,NIVEA,10/5/2016,2016,16750,696,1069000,571
Hair,Hair Shampoo,Neutrogena,22-03-2016,2016,29772,1044,1067300,1918
Toiletries,Tampons,Matrix,22-03-2016,2016,48177,358,1069400,-777
Hair,Hair Shampoo,Nivea,30-11-2015,2015,11405,-197,1068400,320
Mens,Hair Styling,TONI & GUY,22-08-2017,2017,6186,-267,1070200,1575
Hair,Hair Shampoo,Crest,20-09-2016,2016,27131,-1797,1068000,-3325
Toiletries,Shower Gels,Dove,24-01-2017,2017,34489,1011,1070000,3995
Toiletries,Hand Wash,Garnier,1/11/2016,2016,32107,869,1067800,287
Hair,Hair Conditioner,Shiseido,4/7/2017,2017,2099,-435,1068200,-294
Mens,Body Sprays,LYNX,2/5/2017,2017,36154,3303,1070300,1995
Accessories,Hair Combs/Brushes,TANGLE TEEZER,16-11-2015,2015,10172,1874,1070700,-77
Hair,Hair Colours,Shiseido,10/5/2016,2016,3991,1120,1070600,1912
Toiletries,Hand Wash,Aveda,13-06-2017,2017,18433,129,1071000,-2701
Toiletries,Body Sprays,Shiseido,11/4/2017,2017,31692,492,1069400,-435
Hair,Hair Shampoo,Garnier,6/6/2017,2017,28164,-1418,2028100,-5329
Mens,Hair Styling,FUDGE,17-10-2017,2017,2544,-706,1069500,-706
Hair,Hair Styling,Nivea,15-02-2016,2016,32278,-778,1071800,-1634
Mens,Body Moisturisers,L'OREAL,30-08-2016,2016,206,-602,1072100,140
Hair,Hair Colours,Nivea,7/2/2017,2017,6332,568,1070400,1435
Toiletries,Shower Gels,Shiseido,28-12-2015,2015,7854,1213,1071200,764
Mens,Anti-Perspirants,LYNX,22-08-2017,2017,16852,494,1072800,-348
Accessories,Grooming Tools,CHAMPNEYS,29-08-2017,2017,4727,99,1073000,2543
Mens,Hair Styling,JONNY'S CHOP SHOP,1/3/2016,2016,2075,1144,1071700,1680
Hair,Hair Colours,L'oreal,22-08-2017,2017,27695,2030,1071500,395
Hair,Hair Shampoo,Pantene,19-04-2016,2016,34078,1427,1074100,2683
Hair,Hair Styling,Pantene,17-05-2016,2016,2112,497,1074400,-572
Mens,After Shaves,LYNX,25-07-2017,2017,790,-1279,1072400,-3192
Hair,Hair Conditioner,Clairol,6/9/2016,2016,18336,2170,1073000,406
Hair,Hair Styling,Aveda,23-08-2016,2016,36031,7630,1074700,4231
Toiletries,Shower Gels,Nivea,28-06-2016,2016,36035,7199,1074800,4844
Accessories,Hair Combs/Brushes,KENT,2/11/2015,2015,6156,1011,1074700,-90
Mens,Anti-Perspirants,L'OREAL,9/8/2016,2016,32271,-1866,1074100,-1351
Toiletries,Body Moisturisers,L'oreal,1/3/2016,2016,204,-618,1076100,59
Accessories,False Eyelashes,EYLURE,23-05-2017,2017,52559,-1095,1076100,-1553
Mens,Anti-Perspirants,MITCHUM,7/3/2017,2017,9185,-422,1073900,501
Accessories,False Nails,ELEGANT TOUCH,27-12-2016,2016,10329,482,1076000,-1660
Accessories,Toiletry & Cos Bags,TED BAKER,20-12-2016,2016,18454,692,1076600,-653
